NAME | DESCRIPTION
Kellogg, Dangerous Mind {1}{B}{R} | First strike, haste Whenever Kellogg, Dangerous Mind attacks, create a Treasure token. Sacrifice five Treasures: Gain control of target creature for as long as you control Kellogg. Activate only as a sorcery.
Vault 13: Dweller's Journey {3}{W} | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — For each player, exile up to one other target enchantment or creature that player controls until Vault 13 leaves the battlefield. II — You gain 2 life and scry 2. III — Return two cards exiled with Vault 13 to the battlefield under their owners’ control and put the rest on the bottom of their owners’ libraries.
Captain of the Watch {4}{W}{W} | Vigilance (Attacking doesn’t cause this creature to tap.) Other Soldier creatures you control get +1/+1 and have vigilance. When Captain of the Watch enters, create three 1/1 white Soldier creature tokens.
Nerd Rage {2}{U} | Enchant creature When Nerd Rage enters, draw two cards. Enchanted creature has “You have no maximum hand size” and “Whenever this creature attacks, if you have ten or more cards in hand, it gets +10/+10 until end of turn.”
Desdemona, Freedom's Edge {2}{R}{W} | Vigilance Whenever Desdemona, Freedom’s Edge attacks, target creature card in your graveyard that’s an artifact or that has mana value 3 or less gains escape until end of turn. The escape cost is equal to its mana cost plus exile two other cards from your graveyard. (You may cast it from your graveyard for its escape cost this turn.)
Dragonskull Summit | Dragonskull Summit enters tapped unless you control a Swamp or a Mountain. {T}: Add {B} or {R}.
Gary Clone {1}{W} | Squad {2} (As an additional cost to cast this spell, you may pay {2} any number of times. When this creature enters, create that many tokens that are copies of it.) Whenever Gary Clone attacks, each creature you control named Gary Clone gets +1/+0 until end of turn.
Infesting Radroach {2}{B} | Flying Infesting Radroach can’t block. Whenever Infesting Radroach deals combat damage to a player, they get that many rad counters. Whenever an opponent mills a nonland card, if Infesting Radroach is in your graveyard, you may return it to your hand.
Vault 75: Middle School {2}{W}{W} | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Exile all creatures with power 4 or greater. II, III — Put a +1/+1 counter on each creature you control.
Elder Arthur Maxson {1}{W}{B} | Creature tokens you control have training. (Whenever a creature token you control attacks with another creature with greater power, put a +1/+1 counter on that token.) Blind Betrayal — Sacrifice another creature: Elder Arthur Maxson gains indestructible until end of turn.
Evolving Wilds | {T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
Sierra, Nuka's Biggest Fan {3}{W} | The Nuka-Cola Challenge — Whenever one or more creatures you control deal combat damage to a player, put a quest counter on Sierra, Nuka’s Biggest Fan and create a Food token. Whenever you sacrifice a Food, target creature you control gets +X/+X until end of turn, where X is the number of quest counters on Sierra.
Ash Barrens | {T}: Add {C}. Basic landcycling {1} ({1}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)
Overencumbered {1}{W} | Enchant opponent When Overencumbered enters, enchanted opponent creates a Clue token, a Food token, and a Junk token. At the beginning of combat on enchanted opponent’s turn, that player may pay {1} for each artifact they control. If they don’t, creatures can’t attack this combat.
Idolized {1}{W} | Enchant creature Enchanted creature has “Whenever this creature attacks alone, it gets +X/+X until end of turn, where X is the number of nonland permanents you control.”
Junktown | {T}: Add {C}. {4}{R}, {T}, Sacrifice Junktown: Create three Junk tokens. (They’re artifacts with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”)
The Nipton Lottery {2}{B}{R} | Choose a creature at random. You gain control of that creature until end of turn. Untap it. It gains haste until end of turn. Then destroy all other creatures.
Mr. House, President and CEO {R}{W}{B} | Whenever you roll a 4 or higher, create a 3/3 colorless Robot artifact creature token. If you rolled 6 or higher, instead create that token and a Treasure token. {4}, {T}: Roll a six-sided die plus an additional six-sided die for each mana from Treasures spent to activate this ability.
Diamond City | Diamond City enters with a shield counter on it. (If it would be dealt damage or destroyed, remove a shield counter from it instead.) {T}: Add {C}. {T}: Move a shield counter from Diamond City onto target creature. Activate only if two or more creatures entered the battlefield under your control this turn.
Rootbound Crag | Rootbound Crag enters tapped unless you control a Mountain or a Forest. {T}: Add {R} or {G}.
Liberty Prime, Recharged {2}{U}{R}{W} | Vigilance, trample, haste Whenever Liberty Prime, Recharged attacks or blocks, sacrifice it unless you pay {E}{E} (two energy counters). {2}, {T}, Sacrifice an artifact: You get {E}{E} and draw a card.
Vault 75: Middle School {2}{W}{W} | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Exile all creatures with power 4 or greater. II, III — Put a +1/+1 counter on each creature you control.
Marshal's Anthem {2}{W}{W} | Multikicker {1}{W} (You may pay an additional {1}{W} any number of times as you cast this spell.) Creatures you control get +1/+1. When Marshal’s Anthem enters, return up to X target creature cards from your graveyard to the battlefield, where X is the number of times Marshal’s Anthem was kicked.
Prairie Stream | ({T}: Add {W} or {U}.) Prairie Stream enters tapped unless you control two or more basic lands.
Nuclear Fallout {X}{B}{B} | Each creature gets twice -X/-X until end of turn. Each player gets X rad counters.
Crush Contraband {3}{W} | Choose one or both — • Exile target artifact. • Exile target enchantment.
Bloatfly Swarm {3}{B} | Flying Bloatfly Swarm enters with five +1/+1 counters on it. If damage would be dealt to Bloatfly Swarm while it has a +1/+1 counter on it, prevent that damage, remove that many +1/+1 counters from it, then give each player a rad counter for each +1/+1 counter removed this way.
Elder Arthur Maxson {1}{W}{B} | Creature tokens you control have training. (Whenever a creature token you control attacks with another creature with greater power, put a +1/+1 counter on that token.) Blind Betrayal — Sacrifice another creature: Elder Arthur Maxson gains indestructible until end of turn.
Vault 13: Dweller's Journey {3}{W} | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — For each player, exile up to one other target enchantment or creature that player controls until Vault 13 leaves the battlefield. II — You gain 2 life and scry 2. III — Return two cards exiled with Vault 13 to the battlefield under their owners’ control and put the rest on the bottom of their owners’ libraries.
Buried Ruin | {T}: Add {C}. {2}, {T}, Sacrifice Buried Ruin: Return target artifact card from your graveyard to your hand.
Overseer of Vault 76 {2}{W} | First Contact — Whenever Overseer of Vault 76 or another creature you control with power 3 or less enters, put a quest counter on Overseer of Vault 76. At the beginning of combat on your turn, you may remove three quest counters from among permanents you control. When you do, put a +1/+1 counter on each creature you control and they gain vigilance until end of turn.
Idolized {1}{W} | Enchant creature Enchanted creature has “Whenever this creature attacks alone, it gets +X/+X until end of turn, where X is the number of nonland permanents you control.”
Mariposa Military Base | You may have Mariposa Military Base enter tapped. If you do, you get two rad counters. {T}: Add {C}. {5}, {T}: Draw a card. This ability costs {1} less to activate for each rad counter you have.
Silverbluff Bridge | Silverbluff Bridge enters tapped. Indestructible {T}: Add {U} or {R}.
Securitron Squadron {1}{W} | Squad {3} (As an additional cost to cast this spell, you may pay {3} any number of times. When this creature enters, create that many tokens that are copies of it.) Vigilance Whenever a creature token you control enters, put a +1/+1 counter on it.
Paladin Elizabeth Taggerdy {1}{R}{W} | Battalion — Whenever Paladin Elizabeth Taggerdy and at least two other creatures attack, draw a card, then you may put a creature card with mana value X or less from your hand onto the battlefield tapped and attacking, where X is Paladin Elizabeth Taggerdy’s power.
Nuclear Fallout {X}{B}{B} | Each creature gets twice -X/-X until end of turn. Each player gets X rad counters.
Ferrous Lake | {1}, {T}: Add {U}{R}.
Rustvale Bridge | Rustvale Bridge enters tapped. Indestructible {T}: Add {R} or {W}.
Exotic Orchard | {T}: Add one mana of any color that a land an opponent controls could produce.
Three Dog, Galaxy News DJ {1}{R}{W} | Whenever you attack, you may pay {2} and sacrifice an Aura attached to Three Dog, Galaxy News DJ. When you sacrifice an Aura this way, for each other attacking creature you control, create a token that’s a copy of that Aura attached to that creature.
Vault 101: Birthday Party {3}{W} | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Create a 1/1 white Human Soldier creature token and a Food token. (A Food token is an artifact with “{2}, {T}, Sacrifice this artifact: You gain 3 life.”) II, III — You may put an Aura or Equipment card from your hand or graveyard onto the battlefield. If an Equipment is put onto the battlefield this way, you may attach it to a creature you control.
